path;classe;justificativa;consumidores;destino_path;etapa
supabase/functions/_shared/log-idempotency-miss.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/log-retry-metric.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/mode.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/providers/cloud/client.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/providers/cloud/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/providers/cloud/media.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/providers/evolution/__tests__/contract-fixtures.test.ts;FICA;Teste de alvo FICA (contract.zod.ts ativo, também consome evolution-profile-fallback/response-normalizers).;—;;E50
supabase/functions/_shared/providers/evolution/client.ts;FICA;130 importadores no mapa, núcleo do gateway Evolution, uso extensivo.;130 importadores (evolution-api, evolution-sync, webhooks, _shared, testes);;E50
supabase/functions/_shared/providers/evolution/contract.zod.ts;FICA;2 importadores no mapa (contract-fixtures.test.ts e ensaio-f5-operacional.test.ts), contrato ativo do gateway — ver achado E51.;providers/evolution/__tests__/contract-fixtures.test.ts, __tests__/ensaio-f5-operacional.test.ts;;E51
supabase/functions/_shared/providers/evolution/index.ts;FICA;79 importadores no mapa, barrel público do provider Evolution.;79 importadores (evolution-api, webhooks, _shared, testes);;E50
supabase/functions/_shared/providers/fake/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/providers/registry.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/send-idempotency.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/test-helpers.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/validation.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/webhook-contracts.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/_shared/webhook-schemas.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/automation-suggest-reply/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/batch-fetch-avatars/index.ts;FICA;Consumidor legítimo: usa evolutionClient.getProfilePicture do provider evolution.;evolutionClient.getProfilePicture (providers/evolution/index.ts);;E41
supabase/functions/bitrix-api/SECURITY.md;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/cleanup-storage-orphans/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/connection-health-check/index.ts;FICA;Consumidor legítimo: checa health do Evolution via evolutionClient + env EVOLUTION_API_URL/KEY e tabela evolution_messages.;evolutionClient (providers/evolution/index.ts), requireEnv EVOLUTION_API_URL/EVOLUTION_API_KEY, tabela evolution_messages;;E41
supabase/functions/connection-test/__tests__/registry-pilot.test.ts;FICA;Teste do piloto registry: importa evolutionClient do client.ts para comparar paridade.;evolutionClient (providers/evolution/client.ts);;E41
supabase/functions/connection-test/index.ts;FICA;Consumidor legítimo: testa conexão via evolutionClient.getConnectionState (com piloto registry getProviderClient como fallback).;evolutionClient.getConnectionState + getBaseUrl (providers/evolution/index.ts), getProviderClient (registry) quando REGISTRY_PILOT_CONNECTION_STATE=1;;E41
supabase/functions/contacts-import/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/csat-auto-send/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/evolution-api/__tests__/_helpers.ts;FICA;Helper compartilhado dos testes do contrato vivo evolution-api (mesmo padrao dos demais workers).;suites de teste evolution-api;;E42
supabase/functions/evolution-api/__tests__/connect-auth-errors.test.ts;FICA;Teste de contrato dos erros de auth do connect (EVOLUTION_AUTH_ERROR 401/403) da funcao viva.;CI;;E42
supabase/functions/evolution-api/__tests__/connect-missing-instance.test.ts;FICA;Teste de contrato do caso MISSING_INSTANCE do connect (funcao viva).;CI;;E42
supabase/functions/evolution-api/__tests__/envelope-contract.test.ts;FICA;Locks o envelope aditivo contract:'evolution-api@v1' + details em todos os erros da funcao viva.;CI;;E42
supabase/functions/evolution-api/__tests__/get-media-base64.test.ts;FICA;Teste de contrato do hardening get-media-base64 (MEDIA_EXPIRED 410) da funcao viva.;CI;;E42
supabase/functions/evolution-api/__tests__/proxy-fetch-failure.test.ts;FICA;Teste de contrato do proxy send-media sob falha de fetch (504/timeout/500) da funcao viva.;CI;;E42
supabase/functions/evolution-api/__tests__/send-media-audio-instance.test.ts;FICA;Teste de contrato de envio de audio por instancia (funcao viva).;CI;;E42
supabase/functions/evolution-api/__tests__/send-sticker-instance.test.ts;FICA;Teste de contrato de envio de sticker por instancia (funcao viva).;CI;;E42
supabase/functions/evolution-api/__tests__/v237-fallback.test.ts;FICA;Locks o fallback automatico para endpoints v2.3.7 (find-chats/fetch-chats/fetch-instances) do proxy compartilhado usado pela funcao viva.;CI;;E42
supabase/functions/evolution-api/index.test.ts;FICA;Teste de contrato do index.ts (funcao viva em prod), usa SUPABASE_URL placeholder de fixture apenas.;CI/typecheck;;E42
supabase/functions/evolution-api/index.ts;FICA;Proxy principal do front (chat operante em prod), contrato vivo evolution-api@v1, usa provider _shared/providers/evolution (getBaseUrl via env EVOLUTION_API_URL, sem URL hard-coded) e contract-kit (parseOrReject + CONTRACT_SCHEMAS).;front zapp-web (chat operante, prod);;E42
supabase/functions/evolution-bitrix-sync/index.ts;"FICA;REVISAR";Deployada e funcional (drena evolution_bitrix_queue p/ Bitrix24), mas ZERO invocadores no codigo (nenhum cron pg_cron 'bitrix', nenhum invoke no front/router) e segredo bitrix_webhook_url AUSENTE no vault -> 503 se chamado, docs EGRESS_SURFACE_V4: MANTER condicional (restaurar segredo ou aposentar).;nenhum no codigo (0 invocacoes em src/, scripts/, .github/, docs/, main/), fila alimentada por triggers zapp trg_contact_bitrix_sync/trg_deal_bitrix_sync (zapp.trg_queue_*_for_bitrix) e docs/decouple/EGRESS_SURFACE_V4.md (SUPORTE VÁLIDO - MANTER condicional);;E46
supabase/functions/evolution-consumer-stats/index.ts;FICA;Receptor HTTP de stats do evolution-rabbit-consumer (E89): POST + HMAC + RPC de contrato, consumido ao vivo pelo container na VPS a cada ~30s (contrato vivo, pg_stats_ok=652) — bug bilateral de path/URL reportado no achado.;evolution-rabbit-consumer (container VPS, repo adm01-debug/evolution-stack — fora deste workspace);;E48
supabase/functions/evolution-credentials/__tests__/contract.test.ts;FICA;Contrato tests do POST CRUD (save/delete) + guarda de regressao da aposentadoria do GET (410, sem X-Evolution-Key na source) — mantem junto da funcao.;deno test (CI), valida CONTRACT_SCHEMAS['evolution-credentials-write'].v1 e ausencia de leitura da key;;E46
supabase/functions/evolution-credentials/index.ts;FICA;ATIVO e crítico: POST-only CRUD de credenciais da instância wpp2, deployada no edge-runtime (08-07) e consumida pelo front (save/delete) — GET aterrado com 410 em 2026-08-14.;src/features/integrations/hooks/useEvolutionApiIntegration.ts (handleSave/handleDelete), src/lib/adapters/evolutionOps.ts:20 (POST), evolution-api/wpp2 (credenciais via tabela evo.evolution_instance_credentials, per maestro);;E46
supabase/functions/evolution-group-sync/__tests__/groups-sync.test.ts;FICA;Teste da action groups (upsert de grupos/participantes) da function viva.;CI/desenvolvedores (cobertura da function ativa);;E45
supabase/functions/evolution-group-sync/__tests__/isonwa.test.ts;FICA;Teste da action isonwa (fila IsOnWhatsApp) consumida pelo cron 477 em producao.;CI/desenvolvedores (cobertura da action isonwa ativa);;E45
supabase/functions/evolution-group-sync/index.ts;FICA;Edge function viva: consumida pelo pg_cron ATIVO 'sync-groups-daily' (diario 04:10) via extensions.http_post com headers de autorizacao, e pelo cron 477 check-whatsapp-numbers (isonwa).;pg_cron 'sync-groups-daily' (jobid 476, '10 4 * * *' UTC), pg_cron 'check-whatsapp-numbers' (jobid 477, 15 min) p/ action isonwa, chamadas internas service-role/cron;;E45
supabase/functions/evolution-notification-dispatcher/__tests__/config.test.ts;FICA;Teste unitario do nucleo de config (parsePriorityFilter, isExcludedByPriorityFilter, fallbacks de destinatario, getChannelConfig com RPC fake) — sem rede/DB, roda em CI via deno test.;CI (deno test evolution-notification-dispatcher/__tests__/config.test.ts);;E48
supabase/functions/evolution-notification-dispatcher/index.ts;FICA;Dispatcher da outbox de canais externos (claim atomico zapp.fn_evo_outbox_claim + mark, rate-limit 1/s, auth service-role ou x-cron-secret, contrato v1 body {}) — acionado pelo pg_cron de producao.;pg_cron 'notif-dispatcher' (job 478, */5 * * * *, active, prod via MCP — NAO ha migration no repo definindo esse cron, 'process-evolution-notifications' (2min) e cron SQL que chama zapp.fn_process_evolution_notifications(200), funcao ≠ edge), migrations 20260811150400/20260811170000 dao suporte (out;;E48
supabase/functions/evolution-retry-metrics/index.ts;FICA;GET admin-only (JWT + is_admin_or_supervisor) que agrega evolution_retry_metrics com percentis e comparativo de janela — consumido pelo painel admin do frontend.;src/features/admin/hooks/monitoring/useRetryMetrics.ts (chama `evolution-retry-metrics?${params}`), queryKeys.ts evolutionRetryMetrics;;E48
supabase/functions/evolution-sync/__tests__/parse-regression.test.ts;FICA;Teste de regressao do parser/contrato da function viva evolution-sync.;CI/desenvolvedores (cobertura da function ativa);;E45
supabase/functions/evolution-sync/index.ts;FICA;Edge function viva: consumida pelo pg_cron ATIVO 'evo-sync-messages-to-v2' (a cada 5 min) via pg_net HTTP, alem de uso manual admin/supervisor.;pg_cron 'evo-sync-messages-to-v2' (5 min, prod), chamadas HTTP manuais admin/supervisor (actions sync-contacts/sync-messages/full-sync/sync-all-messages/setup-webhook/cleanup-mock);;E45
supabase/functions/evolution-templates/index.ts;FICA;ATIVO: GET lista templates ativos (evolution_message_templates) e POST send/preview envia via Evolution API (vault) — deployada, consumida pelo hook do browser, conhecido 401 de gate (JWT vs service-role) documentado no topo, decisao pendente plano #31, sem quebra silenciosa (hook tolera fallback).;src/hooks/useWhatsAppTemplates.ts:185 (syncFromEvolution, GET), src/lib/adapters/evolutionOps.ts:30 (listTemplates, GET), POST send/preview destinado a cron/service-role (maestro: crons notif-dispatcher/process-evolution-notifications podem consumir templates via function);;E46
supabase/functions/evolution-webhook/__tests__/_helpers.ts;FICA;Helper dos testes do contrato vivo do webhook (reusa _shared/test-helpers.ts).;suites de teste evolution-webhook;;E42
supabase/functions/evolution-webhook/__tests__/contract.test.ts;FICA;Locks o contrato HMAC do webhook vivo: createWebhookValidator(WEBHOOK_SECRETS, STRICT_MODE, ALLOW_SHARED_SECRET), proibe retorno de __staticSecretOk, HMAC 401 + audit rejected.;CI;;E42
supabase/functions/evolution-webhook/fuzz_test.ts;FICA;Fuzzer manual do contrato vivo do webhook (roda contra supabase local).;QA/eng de plataforma;;E42
supabase/functions/evolution-webhook/index.ts;FICA;Ingestao VIVA em prod: 548 eventos em evo.evolution_webhook_events_v2 nas ultimas 24h (ultimo 19:45Z), deployada no edge-runtime.;Evolution API v2.4.0 (webhook nativo) + consumer RabbitMQ, alimenta evo.evolution_webhook_events_v2 via ledger/processed;;E42
supabase/functions/fetch-whatsapp-avatar/index.ts;FICA;Consumidor legítimo: busca avatar via evolutionClient.getProfilePicture + isSafeMediaCdnUrl (evolution-media).;evolutionClient.getProfilePicture (providers/evolution/index.ts), isSafeMediaCdnUrl (_shared/evolution-media.ts);;E41
supabase/functions/followup-bridge/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/gmail-tests.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/gmail-token-refresh/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/health/index.ts;FICA;Consumidor legítimo: sub-check 'evolution' consolidado da antiga evolution-health (AG-EX-13) via evolutionClient.getConnectionState.;evolutionClient.getConnectionState (providers/evolution/index.ts);;E41
supabase/functions/instance-pause-control/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/main/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/metrics/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/migrate-media-storage/index.ts;FICA;Consumidor legítimo: migra mídias baixando do Evolution via evolutionClient.post (download).;evolutionClient.post (providers/evolution/index.ts);;E41
supabase/functions/nps-scheduler/index.ts;FICA;Consumidor legítimo: envia NPS via evolutionClient.sendText.;evolutionClient.sendText (providers/evolution/index.ts);;E41
supabase/functions/provider-healthcheck/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/provider-router/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/public-api/__tests__/e2e-send.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/public-api/__tests__/no-direct-fetch.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/public-api/__tests__/send-routes-instance.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/public-api/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/recheck-webhook-signature/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/recover-corrupted-audios/index.ts;FICA;Consumidor legítimo: baixa áudios corrompidos do Evolution via evolutionClient.post.;evolutionClient.post (providers/evolution/index.ts);;E41
supabase/functions/reprocess-failed-messages/__tests__/contract.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/reprocess-failed-messages/index.ts;FICA;Consumidor legítimo: reprocessa mensagens falhas chamando o Evolution via evolutionFetch.;evolutionFetch (providers/evolution/index.ts);;E41
supabase/functions/talkx-send/index.ts;FICA;Consumidor legítimo: envia mensagens/presença via evolutionClient.post (chat/updatePresence e sendText).;evolutionClient.post (providers/evolution/index.ts): chat/updatePresence + sendText;;E41
supabase/functions/webhook-diagnostic/contract.test.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/webhook-diagnostic/index.ts;FICA;Consumidor legítimo: diagnostica webhook do Evolution via evolutionClient (getConnectionState/get/post webhook/set) e WEBHOOK_EVENTS.;evolutionClient.getConnectionState/get/post (providers/evolution/index.ts), WEBHOOK_EVENTS (_shared/evolution-sync-actions.ts);;E41
supabase/functions/webhook-hmac-selftest/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/whatsapp-cloud-api/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/whatsapp-cloud-send/index.ts;FICA;camada de contrato edge (Fase 4 valida vida);;;
supabase/functions/whatsapp-cloud-webhook/__tests__/_helpers.ts;FICA;Helper de teste, menção a 'evolution' apenas em comentário (mesmo padrão de evolution-webhook), sem import do provider.;nenhum (menção em comentário apenas);;E41
supabase/functions/whatsapp-cloud-webhook/__tests__/contract.test.ts;FICA;Teste de contrato: verifica que o index.ts importa markEventProcessed de _shared/evolution-helpers.ts.;markEventProcessed (_shared/evolution-helpers.ts) — verificação estática;;E41
supabase/functions/whatsapp-cloud-webhook/index.ts;FICA;Consumidor legítimo: usa helpers compartilhados do contrato evolution (markEventProcessed/shouldUpdateStatus) e tabela evolution_messages.;markEventProcessed + shouldUpdateStatus (_shared/evolution-helpers.ts), tabela evolution_messages;;E41
supabase/migrations/20260804000000_canonical_schema_squash_133_migrations.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804140000_fix_rls_delta_corrigido.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804140100_fix_rls_critical_follow_up.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804150000_fix_secdef_revoke_extended_schemas.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804150001_integration_schema_zapp_fixes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804170000_fix_rls_systematic_coverage.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260804190316_restore_orphaned_rpcs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805000000_delta_724_orphaned_objects.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805104000_harden_evo_insert_policies.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805104043_harden_evo_insert_policies.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805120001_leakproof_privileged_check.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805120407_revoke_auth_edge_rpcs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805121000_wave2_perf_security.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805140000_fix_contact_editing_rpcs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805170002_revoke_anon_contract_inventory.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805180000_revoke_meme_favorite_2arg_authenticated.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805180532_fix_pgrst204_agent_id_evolution_messages.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805190000_create_csat_tables.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260805220000_revive_logpatch_audit_view_trigger.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806100002_fix_retry_stuck_messages_queued_status.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806110000_revoke_anon_public_read_audio_messages.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806120000_db01_enqueue_message_dispatch.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806121000_db02_purge_api_key_logs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806121500_db02b_fix_return_purge_api_key_logs.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806122000_db03_register_instance.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806125000_fix_evo_percent_format.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806130000_fix_percent_format_class.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806141000_f2_31_sync_messages_v2_orderby.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806150000_db05c_guardrail_comment_aware.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806160000_revoke_anon_public_read_etiquetas_remessa.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806170500_rb2_c4_drop_empty_evo_indexes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806172000_rb2_a4_fix_lid_contamination_format.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806172500_rb2_c5_c6_audit_index_autovacuum.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806173000_rb2_a4b_verify_alert_delivery_sync_skip_locked.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806173001_rb2_a8_logpatch_patch_mode.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806180000_fix_wa_rpc_execute_grants.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806180001_fix_v_logpatch_health_security_invoker.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806185000_rb2_onda3_views_drops.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806185500_rb2_d9_kpi_overview.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806190000_bugfix_fn_verify_alert_delivery_v6.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806190500_rb2_glitchtip_cleanup.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806192000_bugfix_evolution_logpatch_audit_security_invoker.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806193000_whatsapp_media_bucket_public.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806200001_bugfix_fn_verify_alert_delivery_v7.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806200002_revoke_store_reset_token_from_authenticated.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806200100_fix_meme_favorite_race_condition_and_revoke_public.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806203257_audit_fix_p0_guards_list_messages_global_search.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806204354_audit_fix_insert_message_overload2_delete_contact.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806204504_audit_fix_orph_refs_v2.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806204525_audit_fix_funcoes_lgpd.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806210200_f12_linkage_realtime_view.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806400000_fix_retry_auto_fail_max_retry.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806700000_fix_g1_searchpath_gaps.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806800002_seed_evo_instance_credentials_wpp2.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806960000_fix_cotacoes_schema_ref.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806990000_rb2_desfasar_evo_401_feed.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806991000_drop_duplicate_indexes_evolution_messages.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806992000_drop_unused_tsvector_indexes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806993000_drop_model_pricing_v1_orphan.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260806995001_autovacuum_bootstrap_log.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807091100_item85_evo401_feed_conn_history.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807094000_item143_restore_partition_baseline_dynamic.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807101000_item85_sentinel_stale_race_fix.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807102155_onda3_d2_negocio_triggers_evo_contrato_views_rpc.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807110000_ag_ex19_watchdogs_kpi.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807110001_ag_ex19_v2_cron_and_inventory.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807110002_ag_ex19_kpi_episodio.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807110003_ag_ex19_kpi_resolved_generated_fix.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807120000_revoke_anon_execute_six_functions.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807120325_consolidate_rpc_insert_message.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807130000_revoke_anon_execute_fn_require_app_user.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807140000_create_rpc_e2e_cleanup.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807165000_cleanup_evo_contacts_orphans.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807190000_rpc_e2e_cleanup_v3_trigger_guard.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807220000_ag05_onda2_qa1005_fn_insert_idempotency_failure_audit.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807235800_c3_restrict_rls_permissive_policies.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807236000_revoke_excessive_grants_control_tables.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807250000_search_contacts_gin.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260807270000_session_backfill_pipeline_hardening.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808110001_rpc_guards_wave.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808110002_mask_resolve_revokes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808110004_cleanup_hygiene_wave.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808120001_drop_redundant_partition_rjid_indexes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808150000_hotfix_revoke_exec_sql_anon.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808150001_rerevoke_re_grants.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808230000_revoke_anon_exec_zapp_functions.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808230200_revoke_anon_execute_search_contacts_gin.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808230300_revoke_anon_execute_internal_functions.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808240000_fix_gap01_search_contacts_gin_expression.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808250000_fix_gap03_logflare_pub_restrict.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808260000_shadow_mode_fns_and_canonical_route_fix.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808270000_pgcron_jobs_outbound_shadow_archive.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260808280000_fix_security_definer_evo_fns_anon_access.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260809000000_versioned_drops_and_jwt_ref.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260809179000_queue_enqueue_dequeue_mechanic.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260809180000_queue_autorouter_wiring.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260810120000_populate_media_bucket_path.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260810170000_g6_batch_mode_guards_evolution_contacts.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260810200100_fix_consumer_stats_fdw_evolution_postgres.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260810200200_fn_process_contacts_batch_all_guards.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260810200300_fn_delete_test_contacts.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811130000_grupos.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811140000_status_contato.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811150100_evo_integridade_fks_limpezas.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811150200_evo_doc_comments_massivos.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811150300_notificacoes.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811150400_evo_notification_outbox_dispatcher.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811160000_revoke_auth_exec_fns_novas.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811170000_evo_notif_config_get_rpc.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811180000_depreca_funcoes_pgnet.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811203000_grupos_admin_phone.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260811220000_view_zapp_evolution_messages_54cols.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812160000_fix_trigger_lead_status.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812170000_health_filter_snap_staging.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260812173000_zapp_fn_upsert_lid_identity.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813180000_rpc_log_evolution_health.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813220000_idx_fk_without_index.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813230000_fix_notify_and_analyze_cron.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260813240000_h2_revoke_views_backcompat_grupo_a.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814010000_fix_inbound_silencio_comercial.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814020000_revoke_credentials_auth_grants.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814040000_revoke_service_only_tables_auth_write.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814050000_fix_notify_v6_pending_view.sql;FICA;R1: migracao imutavel;;;
supabase/migrations/20260814060000_fix_wpp2_uptime_kpi_warn_resolve.sql;FICA;R1: migracao imutavel;;;
